edge_id,benchmark_id,harm_id,ev_id,Bench: Title,Harm: Category ,Harm: Subcategory,Harm: Domain,Harm: Subdomain,strength,basis,confidence,annotator,version,notes
bmh869,B197.01.01,6.04.07,62.29.03,Artificial intelligence development races in heterogeneous settings,Impacts of AI (General) ,Competitive pressures in GPAI product release,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
bmh870,B198.01.01,6.04.07,62.29.03,Strategic Insights from Simulation Gaming of AI Race Dynamics (Intelligence Rising),Impacts of AI (General) ,Competitive pressures in GPAI product release,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
bmh871,B199.01.01,6.04.07,62.29.03,Do LLMs trust AI regulation? Emerging behaviour of game-theoretic LLM agents,Impacts of AI (General) ,Competitive pressures in GPAI product release,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
bmh872,B200.01.01,6.04.07,62.29.03,Media and responsible AI governance: a game-theoretic and LLM analysis,Impacts of AI (General) ,Competitive pressures in GPAI product release,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
bmh873,B201.01.01,6.04.07,62.29.03,The Backfiring Effect of Weak AI Safety Regulation,Impacts of AI (General) ,Competitive pressures in GPAI product release,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
bmh874,B111.01.01,6.04.07,62.29.03,GT-HarmBench: Benchmarking AI Safety Risks Through the Lens of Game Theory,Impacts of AI (General) ,Competitive pressures in GPAI product release,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
bmh875,B112.01.01,6.04.07,62.29.03,Cooperate or Collapse: Emergence of Sustainable Cooperation in a Society of LLM Agents (GovSim),Impacts of AI (General) ,Competitive pressures in GPAI product release,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
bmh876,B113.01.01,6.04.07,62.29.03,CoopEval: Benchmarking Cooperation-Sustaining Mechanisms and LLM Agents in Social Dilemmas,Impacts of AI (General) ,Competitive pressures in GPAI product release,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
bmh877,B118.01.01,6.04.07,62.29.03,Evaluating Collective Behaviour of Hundreds of LLM Agents,Impacts of AI (General) ,Competitive pressures in GPAI product release,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
bmh878,B195.01.01,6.04.08,62.29.03a,Racing to the precipice: a model of artificial intelligence development,Impacts of AI (General) ,Competitive pressures in GPAI product release,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
bmh879,B196.01.01,6.04.08,62.29.03a,To Regulate or Not: A Social Dynamics Analysis of an Idealised AI Race,Impacts of AI (General) ,Competitive pressures in GPAI product release,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
bmh880,B197.01.01,6.04.08,62.29.03a,Artificial intelligence development races in heterogeneous settings,Impacts of AI (General) ,Competitive pressures in GPAI product release,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
bmh881,B198.01.01,6.04.08,62.29.03a,Strategic Insights from Simulation Gaming of AI Race Dynamics (Intelligence Rising),Impacts of AI (General) ,Competitive pressures in GPAI product release,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
bmh882,B199.01.01,6.04.08,62.29.03a,Do LLMs trust AI regulation? Emerging behaviour of game-theoretic LLM agents,Impacts of AI (General) ,Competitive pressures in GPAI product release,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
bmh883,B200.01.01,6.04.08,62.29.03a,Media and responsible AI governance: a game-theoretic and LLM analysis,Impacts of AI (General) ,Competitive pressures in GPAI product release,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
bmh884,B201.01.01,6.04.08,62.29.03a,The Backfiring Effect of Weak AI Safety Regulation,Impacts of AI (General) ,Competitive pressures in GPAI product release,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
bmh885,B111.01.01,6.04.08,62.29.03a,GT-HarmBench: Benchmarking AI Safety Risks Through the Lens of Game Theory,Impacts of AI (General) ,Competitive pressures in GPAI product release,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
bmh886,B112.01.01,6.04.08,62.29.03a,Cooperate or Collapse: Emergence of Sustainable Cooperation in a Society of LLM Agents (GovSim),Impacts of AI (General) ,Competitive pressures in GPAI product release,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
bmh887,B113.01.01,6.04.08,62.29.03a,CoopEval: Benchmarking Cooperation-Sustaining Mechanisms and LLM Agents in Social Dilemmas,Impacts of AI (General) ,Competitive pressures in GPAI product release,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
bmh888,B118.01.01,6.04.08,62.29.03a,Evaluating Collective Behaviour of Hundreds of LLM Agents,Impacts of AI (General) ,Competitive pressures in GPAI product release,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
bmh889,B195.01.01,6.04.09,22.02.00,Racing to the precipice: a model of artificial intelligence development,AI Race (Environmental/Structural),,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
bmh890,B196.01.01,6.04.09,22.02.00,To Regulate or Not: A Social Dynamics Analysis of an Idealised AI Race,AI Race (Environmental/Structural),,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
bmh891,B197.01.01,6.04.09,22.02.00,Artificial intelligence development races in heterogeneous settings,AI Race (Environmental/Structural),,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
bmh892,B198.01.01,6.04.09,22.02.00,Strategic Insights from Simulation Gaming of AI Race Dynamics (Intelligence Rising),AI Race (Environmental/Structural),,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
bmh893,B199.01.01,6.04.09,22.02.00,Do LLMs trust AI regulation? Emerging behaviour of game-theoretic LLM agents,AI Race (Environmental/Structural),,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
bmh894,B200.01.01,6.04.09,22.02.00,Media and responsible AI governance: a game-theoretic and LLM analysis,AI Race (Environmental/Structural),,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
bmh895,B201.01.01,6.04.09,22.02.00,The Backfiring Effect of Weak AI Safety Regulation,AI Race (Environmental/Structural),,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
bmh896,B111.01.01,6.04.09,22.02.00,GT-HarmBench: Benchmarking AI Safety Risks Through the Lens of Game Theory,AI Race (Environmental/Structural),,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
bmh897,B112.01.01,6.04.09,22.02.00,Cooperate or Collapse: Emergence of Sustainable Cooperation in a Society of LLM Agents (GovSim),AI Race (Environmental/Structural),,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
bmh898,B113.01.01,6.04.09,22.02.00,CoopEval: Benchmarking Cooperation-Sustaining Mechanisms and LLM Agents in Social Dilemmas,AI Race (Environmental/Structural),,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
